annee_consommation,meta_categorie_activite,categorie_activite,sous_categorie_activite,nombre_declaration,surface_declaree,consommation_declaree
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Collège - Salles d'enseignements professionnels adaptés,4,39992,4187295
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Collège - Salles de TP - Enseignements professionnels adaptés,7,42090,2963751
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Etablissement régional d'enseignement adapté (EREA),108,1283700,151858838
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Internat secondaire,69,346917,39548263
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Lycée d'enseignement général (LG) ou Salles d'enseignement banalisé - Toutes séries confondues (Valeur Témoin),255,3429397,325793222
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Lycée d'enseignement général et techhnologique (LGT) - Lycée d'enseignement polyvalent (LEP) - Toutes séries confondues (Valeur Témoin),530,9669772,881006392
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Lycée d'enseignement général et technologique agricole (LGTA) - Lycée d'enseignement professionnel agricole (LEP agricole) - Toutes séries confondues (Valeur Témoin),156,1975773,198770160
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Lycée d'enseignement professionnel,515,7170710,666116855
2022,Enseignement,Enseignement Secondaire,"Enseignement Secondaire - Salles de TP - STI2D sciences et technologies de l'industrie et du développement durable (mécanique et électrotechnique, BTP)",11,121063,14814550
2022,Enseignement,Enseignement Secondaire,"Enseignement Secondaire - Salles de TP - Série S2TMD sciences et techniques du théâtre, de la musique et de la danse",8,16281,1617645
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Salles de TP - Série SMS/ST2S Sciences médicosocial/ scienes et technologies de la santé et du social,5,19568,1775691
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Salles de TP - Série STD2A sciences et technologies du design et des arts appliqués,3,6693,1113662
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Salles de TP - Série STHR sciences et technologies de l'hôtellerie et de la restauration,5,22588,3277280
2022,Enseignement,Enseignement Secondaire,Enseignement Secondaire - Salles de TP enseignement agricole - STAE sciences et technologies de l'agronomie et environnement /STPA sciences et technologies du produit agroalimentaire /STAV sciences et technologies de l'agronomie et du vivant (hors production secteur Primaire),4,36584,4034701
2022,Enseignement,Enseignement Secondaire,Etablissement d'hébergement social ou médico-social de mineurs en difficultés (MECS) - Zones de vie,3,19936,1137880
2022,Enseignement,Enseignement Secondaire,Formation continue pour adultes - Ateliers et Halles techniques avec Process - Avec Process,3,46886,4384206
2022,Enseignement,Enseignement Supérieur,Enseignement Supérieur (Valeur par défaut),546,3294541,417826698
2022,Enseignement,Enseignement Supérieur,Enseignement Supérieur - Administration et bureaux,42,223142,30628044
2022,Enseignement,Enseignement Supérieur,"Enseignement Supérieur - Amphithéâtre, Auditorium, Salles de conférences",14,91559,11089221
2022,Enseignement,Enseignement Supérieur,Enseignement Supérieur - Ateliers et Halles techniques avec Process - Niveau 1 (DE ≤ A W/m²),17,67894,6811748
2022,Enseignement,Enseignement Supérieur,Enseignement Supérieur - Ateliers et Halles techniques avec Process - Niveau 3 (DE ≥ B W/m²),3,7223,865089
2022,Enseignement,Enseignement Supérieur,Enseignement Supérieur - Bureaux Recherche (Enseignants chercheurs),15,147573,24537496
2022,Enseignement,Enseignement Supérieur,"Enseignement Supérieur - Salles de formation, d'enseignement ou de vie de campus - Avec Process Electronique et Electrotechnique",15,77052,9087789
2022,Enseignement,Enseignement Supérieur,"Enseignement Supérieur - Salles de formation, d'enseignement ou de vie de campus - Avec Process Informatique Chimie et Biochimie",20,130126,12013469
2022,Enseignement,Enseignement Supérieur,"Enseignement Supérieur - Salles de formation, d'enseignement ou de vie de campus - Avec Process Mécanique et Optique",3,11716,1162766
2022,Enseignement,Enseignement Supérieur,"Enseignement Supérieur - Salles de formation, d'enseignement ou de vie de campus - Avec Process Process Informatique",15,35680,3076150
2022,Enseignement,Enseignement Supérieur,"Enseignement Supérieur - Salles de formation, d'enseignement ou de vie de campus - Sans Process",267,1713007,248249191
2022,Halles,Halles et marchés couverts,Halles et marchés couverts (Valeur par défaut),34,97955,8758403
2022,Halles,Halles et marchés couverts,Halles et marchés couverts - Etale ou stand alimentaire,16,21011,1458025
2022,Halles,Halles et marchés couverts,Halles et marchés couverts - Etale ou stand non-alimentaire,3,23094,1782870
2022,Halles,Halles et marchés couverts,Halles et marchés couverts - Partie commune (mail et locaux technique),5,7799,871213
2022,Hébergement touristique,"Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)",Hébergement touristique de courte durée (Valeur par défaut),212,562636,71950406
2022,Hébergement touristique,"Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)",Hébergement touristique de courte durée - Administration et bureaux,9,38123,3226123
2022,Hébergement touristique,"Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)",Hébergement touristique de courte durée - Cuisine,3,5750,852261
2022,Hébergement touristique,"Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)",Hébergement touristique de courte durée - Sanitaires et zone de couchages,112,288163,35834607
2022,Hébergement touristique,"Hébergement touristique de courte durée (auberge de jeunesse, centre-sportif, colonies de vacances, gîte d'étape et refuge de montagne)",Hébergement touristique de courte durée - Zone de restauration,5,9729,1031728
2022,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP - Administration et bureaux,8,18639,2129972
2022,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP - Piscine intérieure,6,55042,49862334
2022,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP - Sauna et Hammam,4,3252,1517735
2022,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP 1 étoile - Chambres et services (hors restauration),7,22652,3235493
2022,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP 2 étoiles - Chambres et services (hors restauration),3,4390,451492
2022,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP 3 étoiles - Chambres et services (hors restauration),35,143639,15026864
2022,Hébergement touristique,Résidence de tourisme et loisirs,Résidence de tourisme ERP 4 étoiles - Chambres et services (hors restauration),13,88272,11920530
2022,Hébergement touristique,Résidence de tourisme et loisirs,"Résidence de tourisme, Village vacances, Club - ERP (Valeur par défaut)",157,1171278,166881585
2022,Hébergement touristique,Résidence de tourisme et loisirs,Village vacances ou Club ERP 3 étoiles - Chambres et services (hors restauration),17,117262,16158317
2022,Hébergement touristique,Terrain de camping et parcs pour caravanes ou véhicules de loisirs,Restaurant traditionnel - Brasserie,3,3992,1781198
2022,Hébergement touristique,Terrain de camping et parcs pour caravanes ou véhicules de loisirs,Terrain de camping (Valeur par défaut),37,86793,9192120
2022,Hébergement touristique,Terrain de camping et parcs pour caravanes ou véhicules de loisirs,Terrain de camping - Administration et bureaux,7,2968,639655
2022,Hébergement touristique,Terrain de camping et parcs pour caravanes ou véhicules de loisirs,Terrain de camping - Blocs sanitaires,11,17303,5610158
2022,Hôtels,Hôtellerie,Hôtel (Valeur par défaut),1333,4174241,759422961
2022,Hôtels,Hôtellerie,Hôtel - Administration et bureaux,12,29725,4851289
2022,Hôtels,Hôtellerie,Hôtel - Piscine extérieure chauffée,3,15128,2498235
2022,Hôtels,Hôtellerie,Hôtel - Piscine intérieure,9,80733,19568050
2022,Hôtels,Hôtellerie,Hôtel 1 étoile - Chambres et services (hors restauration),111,160140,27770856
2022,Hôtels,Hôtellerie,Hôtel 2 étoiles - Chambres et services (hors restauration),331,641106,96791052
2022,Hôtels,Hôtellerie,Hôtel 3 étoiles - Chambres et services (hors restauration),424,1326474,205471469
2022,Hôtels,Hôtellerie,Hôtel 4 étoiles - Chambres et services (hors restauration),394,2310737,462952812
2022,Hôtels,Hôtellerie,Hôtel 5 étoiles et plus - Chambres et services (hors restauration),102,662459,177891101
2022,Imprimerie,Imprimerie et reprographie,Imprimerie et reprographie (Valeur par défaut),27,22387,3466789
2022,Imprimerie,Imprimerie et reprographie,Imprimerie et reprographie - Administration et bureaux,7,15633,2836722
2022,Imprimerie,Imprimerie et reprographie,Imprimerie et reprographie - Atelier d'imprimerie numérique,34,71722,18731215
2022,Imprimerie,Imprimerie et reprographie,Imprimerie et reprographie - Atelier d'imprimerie offset,22,88375,26082260
2022,Imprimerie,Imprimerie et reprographie,Imprimerie et reprographie - Local de stockage de matières premières et produits finis,8,36468,6662903
2022,Justice,Justice - Etablissements pénitentiaires,Etablissement pénitentiaire (Valeur par défaut),7,179238,45289815
2022,Justice,Justice - Etablissements pénitentiaires,Etablissement pénitentiaire - Zone de détention,11,83769,19823921
2022,Justice,Justice - Protection Judiciaire de la Jeunesse,Protection Judiciaire de la Jeunesse (Valeur par défaut),9,22259,3490782
2022,Justice,Justice - Protection Judiciaire de la Jeunesse,Protection Judiciaire de la Jeunesse - Hébergement des mineurs,7,18003,3589186
2022,Justice,Justice - Tribunaux,Tribunaux (Valeur par défaut),4,17887,1760003
2022,Justice,Justice - Tribunaux,Tribunaux - Administration et bureaux,106,420378,53609610
2022,Laboratoires,"Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)",Laboratoire (Valeur par défaut),97,355522,91345717
2022,Laboratoires,"Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)",Laboratoire - Administration et bureaux,39,71744,23290061
2022,Laboratoires,"Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)",Laboratoire - Zone laboratoire d'étalonnage,27,308011,64955025
2022,Laboratoires,"Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)",Laboratoire - Zone laboratoire de suivi écologique,19,48173,13965619
2022,Local vacant,Local vacant,Local vacant,83,399023,42325456
2022,Logistique,Logistique,Bureaux - Bureaux standards,8,47638,7099565
2022,Logistique,Logistique,Logistique (Valeur par défaut),1504,11348977,756025048
2022,Logistique,Logistique,Logistique - Administration et bureaux,503,2046730,182506419
2022,Logistique,Logistique,Logistique de froid négatif (Référence -18°C),199,1309502,449901659
2022,Logistique,Logistique,Logistique température ambiante,4527,36515986,2689579230
2022,Logistique,Logistique,Logistique température dirigée +12 à +17°C - Produits frais (Référence +15 °C),199,1604112,168451193
2022,Logistique,Logistique,Logistique température dirigée froid positif +1 à +8°C - Produits frais (Référence +3°C),309,2439890,532802651
2022,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs (Valeur par défaut),91,145509,39823666
2022,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Administration et bureaux,8,23070,5836940
2022,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Bowling,24,70753,5735533
2022,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Casino,77,287988,118429406
2022,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Discothèque,12,9204,1102944
2022,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Escape Game,10,3203,207238
