annee_consommation,zone_climatique,code_region,code_departement,nom_commune,nombre_declaration,surface_declaree,consommation_declaree,vecteur_energie
Année de référence,H1b,44,88,NEUFCHATEAU,15,54443,10416656,Gaz
Année de référence,H1b,44,88,RAMBERVILLERS,5,34926,4213368,Electricite
Année de référence,H1b,44,88,RAMBERVILLERS,5,34926,4213368,Gaz
Année de référence,H1b,44,88,RAON L ETAPE,4,24779,3581434,Electricite
Année de référence,H1b,44,88,RAON L ETAPE,4,24779,3581434,Gaz
Année de référence,H1b,44,88,REMIREMONT,27,155212,29001991,Electricite
Année de référence,H1b,44,88,REMIREMONT,27,155212,29001991,Fioul
Année de référence,H1b,44,88,REMIREMONT,27,155212,29001991,Gaz
Année de référence,H1b,44,88,SAINT ETIENNE LES REMIREMONT,9,13416,2402534,Electricite
Année de référence,H1b,44,88,SAINT ETIENNE LES REMIREMONT,9,13416,2402534,Gaz
Année de référence,H1b,44,88,SAINT NABORD,11,20397,1877496,Electricite
Année de référence,H1b,44,88,SAINT NABORD,11,20397,1877496,Non spécifié
Année de référence,H1b,44,88,SAINTE MARGUERITE,10,30454,8472560,Electricite
Année de référence,H1b,44,88,SAINTE MARGUERITE,10,30454,8472560,Gaz
Année de référence,H1b,44,88,THAON LES VOSGES,9,26776,7385092,Electricite
Année de référence,H1b,44,88,THAON LES VOSGES,9,26776,7385092,Gaz
Année de référence,H1b,44,88,VAGNEY,4,6440,1142047,Electricite
Année de référence,H1b,44,88,VAGNEY,4,6440,1142047,Gaz
Année de référence,H1b,44,88,VAGNEY,4,6440,1142047,Non spécifié
Année de référence,H1b,44,88,VITTEL,7,35055,7892198,Electricite
Année de référence,H1b,44,88,VITTEL,7,35055,7892198,Gaz
Année de référence,H1c,11,75,PARIS 08,4,4534,597524,Electricite
Année de référence,H1c,11,75,PARIS 08,4,4534,597524,Non spécifié
Année de référence,H1c,11,75,PARIS 13,30,35202,6595766,Electricite
Année de référence,H1c,11,75,PARIS 13,30,35202,6595766,Fioul
Année de référence,H1c,11,75,PARIS 13,30,35202,6595766,Gaz
Année de référence,H1c,11,78,SAINT GERMAIN EN LAYE,3,3874,656813,Electricite
Année de référence,H1c,11,78,SAINT GERMAIN EN LAYE,3,3874,656813,Non spécifié
Année de référence,H1c,11,92,PUTEAUX,12,143008,3919295,Electricite
Année de référence,H1c,11,93,SAINT OUEN SUR SEINE,3,10213,363103,Electricite
Année de référence,H1c,27,21,AHUY,5,11402,2830758,Electricite
Année de référence,H1c,27,21,ALISE SAINTE REINE,5,23611,4852986,Electricite
Année de référence,H1c,27,21,ALISE SAINTE REINE,5,23611,4852986,Gaz
Année de référence,H1c,27,21,ARC SUR TILLE,7,12260,3184201,Electricite
Année de référence,H1c,27,21,ARC SUR TILLE,7,12260,3184201,Gaz
Année de référence,H1c,27,21,ARNAY LE DUC,5,16569,3550402,Electricite
Année de référence,H1c,27,21,ARNAY LE DUC,5,16569,3550402,Gaz
Année de référence,H1c,27,21,AUXONNE,7,26039,4923648,Electricite
Année de référence,H1c,27,21,AUXONNE,7,26039,4923648,Gaz
Année de référence,H1c,27,21,BRAZEY EN PLAINE,9,11245,1704247,Electricite
Année de référence,H1c,27,21,BRAZEY EN PLAINE,9,11245,1704247,Gaz
Année de référence,H1c,27,21,CHATILLON SUR SEINE,11,39684,11560051,Electricite
Année de référence,H1c,27,21,CHATILLON SUR SEINE,11,39684,11560051,Gaz
Année de référence,H1c,27,21,CHENOVE,53,149853,31193792,Electricite
Année de référence,H1c,27,21,CHENOVE,53,149853,31193792,Fioul
Année de référence,H1c,27,21,CHENOVE,53,149853,31193792,Gaz
Année de référence,H1c,27,21,CHENOVE,53,149853,31193792,Reseau de chaleur
Année de référence,H1c,27,21,CHEVIGNY SAINT SAUVEUR,13,52319,11278621,Electricite
Année de référence,H1c,27,21,CHEVIGNY SAINT SAUVEUR,13,52319,11278621,Gaz
Année de référence,H1c,27,21,COUTERNON,3,2131,268519,Electricite
Année de référence,H1c,27,21,COUTERNON,3,2131,268519,Gaz
Année de référence,H1c,27,21,CREANCEY,3,4971,586631,Electricite
Année de référence,H1c,27,21,FONTAINE LES DIJON,9,28903,9271837,Electricite
Année de référence,H1c,27,21,FONTAINE LES DIJON,9,28903,9271837,Gaz
Année de référence,H1c,27,21,GENLIS,14,29927,4767817,Electricite
Année de référence,H1c,27,21,GENLIS,14,29927,4767817,Gaz
Année de référence,H1c,27,21,GEVREY CHAMBERTIN,9,18758,3008242,Electricite
Année de référence,H1c,27,21,GEVREY CHAMBERTIN,9,18758,3008242,Gaz
Année de référence,H1c,27,21,IS SUR TILLE,11,29876,6375265,Electricite
Année de référence,H1c,27,21,IS SUR TILLE,11,29876,6375265,Fioul
Année de référence,H1c,27,21,IS SUR TILLE,11,29876,6375265,Gaz
Année de référence,H1c,27,21,LEVERNOIS,4,21998,4710182,Electricite
Année de référence,H1c,27,21,LEVERNOIS,4,21998,4710182,Gaz
Année de référence,H1c,27,21,LONGVIC,24,120689,18094532,Electricite
Année de référence,H1c,27,21,LONGVIC,24,120689,18094532,Gaz
Année de référence,H1c,27,21,MARCILLY SUR TILLE,4,7536,474366,Electricite
Année de référence,H1c,27,21,MARCILLY SUR TILLE,4,7536,474366,Non spécifié
Année de référence,H1c,27,21,MARSANNAY LA COTE,26,88280,14186788,Electricite
Année de référence,H1c,27,21,MARSANNAY LA COTE,26,88280,14186788,Gaz
Année de référence,H1c,27,21,MESSIGNY ET VANTOUX,6,10406,2574688,Electricite
Année de référence,H1c,27,21,MESSIGNY ET VANTOUX,6,10406,2574688,Gaz
Année de référence,H1c,27,21,MONTBARD,21,56215,13899454,Electricite
Année de référence,H1c,27,21,MONTBARD,21,56215,13899454,Gaz
Année de référence,H1c,27,21,NEUILLY CRIMOLOIS,3,5680,615261,Electricite
Année de référence,H1c,27,21,NEUILLY CRIMOLOIS,3,5680,615261,Gaz
Année de référence,H1c,27,21,NOLAY,5,8363,1022850,Electricite
Année de référence,H1c,27,21,NOLAY,5,8363,1022850,Fioul
Année de référence,H1c,27,21,NUITS SAINT GEORGES,37,98341,11099962,Electricite
Année de référence,H1c,27,21,NUITS SAINT GEORGES,37,98341,11099962,Gaz
Année de référence,H1c,27,21,NUITS SAINT GEORGES,37,98341,11099962,Reseau de chaleur
Année de référence,H1c,27,21,PERRIGNY LES DIJON,6,31477,8944867,Non spécifié
Année de référence,H1c,27,21,PONTAILLER SUR SAONE,3,9366,2029636,Gaz
Année de référence,H1c,27,21,POUILLY EN AUXOIS,11,18497,2764808,Electricite
Année de référence,H1c,27,21,POUILLY EN AUXOIS,11,18497,2764808,Fioul
Année de référence,H1c,27,21,POUILLY EN AUXOIS,11,18497,2764808,Gaz
Année de référence,H1c,27,21,PRECY SOUS THIL,7,4319,447560,Electricite
Année de référence,H1c,27,21,PRECY SOUS THIL,7,4319,447560,Gaz
Année de référence,H1c,27,21,QUETIGNY,67,144192,28813848,Electricite
Année de référence,H1c,27,21,QUETIGNY,67,144192,28813848,Gaz
Année de référence,H1c,27,21,QUETIGNY,67,144192,28813848,Reseau de chaleur
Année de référence,H1c,27,21,SAINT APOLLINAIRE,21,56315,10326746,Electricite
Année de référence,H1c,27,21,SAINT APOLLINAIRE,21,56315,10326746,Gaz
Année de référence,H1c,27,21,SAINT JEAN DE LOSNE,5,4891,1108482,Gaz
Année de référence,H1c,27,21,SAINT JEAN DE LOSNE,5,4891,1108482,Non spécifié
Année de référence,H1c,27,21,SAINT JULIEN,6,6634,803626,Electricite
Année de référence,H1c,27,21,SAINT JULIEN,6,6634,803626,Gaz
Année de référence,H1c,27,21,SAULIEU,16,52173,7742023,Electricite
Année de référence,H1c,27,21,SAULIEU,16,52173,7742023,Fioul
Année de référence,H1c,27,21,SAVIGNY LES BEAUNE,3,8650,514708,Electricite
Année de référence,H1c,27,21,SELONGEY,6,15890,3360082,Electricite
Année de référence,H1c,27,21,SELONGEY,6,15890,3360082,Gaz
Année de référence,H1c,27,21,SEMUR EN AUXOIS,25,82195,22202598,Electricite
Année de référence,H1c,27,21,SEMUR EN AUXOIS,25,82195,22202598,Gaz
Année de référence,H1c,27,21,SEURRE,6,19550,3832129,Electricite
Année de référence,H1c,27,21,SEURRE,6,19550,3832129,Gaz
Année de référence,H1c,27,21,SOMBERNON,4,8413,1259379,Electricite
Année de référence,H1c,27,21,SOMBERNON,4,8413,1259379,Fioul
Année de référence,H1c,27,21,TALANT,6,18793,5055802,Electricite
Année de référence,H1c,27,21,TALANT,6,18793,5055802,Gaz
Année de référence,H1c,27,21,VAROIS ET CHAIGNOT,8,7738,1080822,Electricite
Année de référence,H1c,27,21,VAROIS ET CHAIGNOT,8,7738,1080822,Gaz
Année de référence,H1c,27,21,VENAREY LES LAUMES,7,15249,1803508,Electricite
Année de référence,H1c,27,21,VENAREY LES LAUMES,7,15249,1803508,Gaz
Année de référence,H1c,27,21,VIGNOLES,8,30876,4256076,Electricite
Année de référence,H1c,27,21,VIGNOLES,8,30876,4256076,Gaz
Année de référence,H1c,27,21,VITTEAUX,5,22043,5822123,Electricite
Année de référence,H1c,27,21,VITTEAUX,5,22043,5822123,Gaz
Année de référence,H1c,27,21,VITTEAUX,5,22043,5822123,Non spécifié
Année de référence,H1c,27,25,AUDINCOURT,33,77530,12641777,Electricite
Année de référence,H1c,27,25,AUDINCOURT,33,77530,12641777,Gaz
Année de référence,H1c,27,25,BART,4,9532,912656,Electricite
Année de référence,H1c,27,25,BART,4,9532,912656,Gaz
Année de référence,H1c,27,25,BAVANS,10,22635,4020049,Electricite
Année de référence,H1c,27,25,BAVANS,10,22635,4020049,Gaz
Année de référence,H1c,27,25,BETHONCOURT,9,21026,3919672,Electricite
Année de référence,H1c,27,25,BETHONCOURT,9,21026,3919672,Gaz
Année de référence,H1c,27,25,BROGNARD,5,12865,1163338,Electricite
Année de référence,H1c,27,25,CHALEZEULE,14,31685,8057682,Electricite
Année de référence,H1c,27,25,CHALEZEULE,14,31685,8057682,Gaz
Année de référence,H1c,27,25,CHATILLON LE DUC,7,4787,739139,Electricite
Année de référence,H1c,27,25,CHATILLON LE DUC,7,4787,739139,Gaz
Année de référence,H1c,27,25,CHEMAUDIN ET VAUX,6,18993,1558928,Electricite
Année de référence,H1c,27,25,DANNEMARIE SUR CRETE,3,5951,677936,Electricite
Année de référence,H1c,27,25,DEVECEY,3,6840,1912350,Gaz
Année de référence,H1c,27,25,ECOLE VALENTIN,25,61939,15610981,Electricite
Année de référence,H1c,27,25,ECOLE VALENTIN,25,61939,15610981,Gaz
Année de référence,H1c,27,25,ETUPES,12,33897,8828723,Electricite
Année de référence,H1c,27,25,ETUPES,12,33897,8828723,Gaz
Année de référence,H1c,27,25,EXINCOURT,14,31620,5083941,Electricite
Année de référence,H1c,27,25,EXINCOURT,14,31620,5083941,Gaz
Année de référence,H1c,27,25,FRANOIS,4,9301,642682,Electricite
Année de référence,H1c,27,25,FRANOIS,4,9301,642682,Gaz
Année de référence,H1c,27,25,GENEUILLE,3,7732,1442655,Non spécifié
Année de référence,H1c,27,25,HERIMONCOURT,4,4687,757977,Electricite
Année de référence,H1c,27,25,HERIMONCOURT,4,4687,757977,Gaz
Année de référence,H1c,27,25,LES AUXONS,4,2256,317311,Electricite
Année de référence,H1c,27,25,LES FINS,5,12636,3071548,Electricite
Année de référence,H1c,27,25,LES FINS,5,12636,3071548,Gaz
Année de référence,H1c,27,25,LEVIER,4,16266,2633690,Electricite
Année de référence,H1c,27,25,LEVIER,4,16266,2633690,Non spécifié
Année de référence,H1c,27,25,MAICHE,3,6144,734740,Electricite
Année de référence,H1c,27,25,MALBUISSON,3,6568,2238948,Electricite
Année de référence,H1c,27,25,MALBUISSON,3,6568,2238948,Gaz
Année de référence,H1c,27,25,MARCHAUX CHAUDEFONTAINE,4,4966,1585032,Electricite
Année de référence,H1c,27,25,MARCHAUX CHAUDEFONTAINE,4,4966,1585032,Gaz
Année de référence,H1c,27,25,MISEREY SALINES,3,9776,1146064,Electricite
Année de référence,H1c,27,25,MORTEAU,13,23120,4631262,Electricite
Année de référence,H1c,27,25,MORTEAU,13,23120,4631262,Gaz
Année de référence,H1c,27,25,MORTEAU,13,23120,4631262,Non spécifié
Année de référence,H1c,27,25,ORCHAMPS VENNES,3,7006,1055309,Electricite
Année de référence,H1c,27,25,ORCHAMPS VENNES,3,7006,1055309,Non spécifié
Année de référence,H1c,27,25,ORNANS,6,25934,10287155,Electricite
Année de référence,H1c,27,25,ORNANS,6,25934,10287155,Non spécifié
Année de référence,H1c,27,25,PIREY,6,5918,772612,Electricite
Année de référence,H1c,27,25,PIREY,6,5918,772612,Gaz
Année de référence,H1c,27,25,PONT DE ROIDE VERMONDANS,7,17325,2612237,Electricite
Année de référence,H1c,27,25,PONT DE ROIDE VERMONDANS,7,17325,2612237,Gaz
Année de référence,H1c,27,25,PONTARLIER,85,158414,29841421,Electricite
Année de référence,H1c,27,25,PONTARLIER,85,158414,29841421,Fioul
Année de référence,H1c,27,25,PONTARLIER,85,158414,29841421,Gaz
Année de référence,H1c,27,25,PONTARLIER,85,158414,29841421,Reseau de chaleur
Année de référence,H1c,27,25,SERRE LES SAPINS,5,7781,807665,Electricite
Année de référence,H1c,27,25,SERRE LES SAPINS,5,7781,807665,Gaz
Année de référence,H1c,27,25,SOCHAUX,6,30006,12369089,Electricite
Année de référence,H1c,27,25,SOCHAUX,6,30006,12369089,Gaz
Année de référence,H1c,27,25,THISE,9,17401,1833680,Electricite
Année de référence,H1c,27,25,THISE,9,17401,1833680,Gaz
Année de référence,H1c,27,25,VALDAHON,5,9503,1232405,Electricite
Année de référence,H1c,27,25,VALDAHON,5,9503,1232405,Non spécifié
Année de référence,H1c,27,25,VALENTIGNEY,17,47784,9095221,Electricite
Année de référence,H1c,27,25,VALENTIGNEY,17,47784,9095221,Gaz
Année de référence,H1c,27,25,VILLERS LE LAC,5,10153,2650633,Fioul
Année de référence,H1c,27,25,VILLERS LE LAC,5,10153,2650633,Non spécifié
Année de référence,H1c,27,25,VOUJEAUCOURT,5,20921,5312672,Electricite
Année de référence,H1c,27,25,VOUJEAUCOURT,5,20921,5312672,Gaz
Année de référence,H1c,27,39,ARBOIS,3,3781,628740,Electricite
Année de référence,H1c,27,39,ARINTHOD,3,11399,1048816,Electricite
Année de référence,H1c,27,39,BLETTERANS,5,11676,1442523,Electricite
Année de référence,H1c,27,39,BLETTERANS,5,11676,1442523,Gaz
Année de référence,H1c,27,39,CHAMPAGNOLE,16,56426,8638523,Electricite
Année de référence,H1c,27,39,CHAMPAGNOLE,16,56426,8638523,Gaz
Année de référence,H1c,27,39,CHAMPAGNOLE,16,56426,8638523,Non spécifié
Année de référence,H1c,27,39,CHOISEY,13,42883,8366234,Electricite
Année de référence,H1c,27,39,CHOISEY,13,42883,8366234,Gaz
Année de référence,H1c,27,39,CLAIRVAUX LES LACS,3,5272,1359381,Electricite
Année de référence,H1c,27,39,CLAIRVAUX LES LACS,3,5272,1359381,Non spécifié
Année de référence,H1c,27,39,COURLAOUX,3,5319,711949,Electricite
Année de référence,H1c,27,39,DOLE,61,185989,30443880,Electricite
Année de référence,H1c,27,39,DOLE,61,185989,30443880,Gaz
Année de référence,H1c,27,39,LAVANS LES SAINT CLAUDE,4,23051,3952081,Electricite
Année de référence,H1c,27,39,LAVANS LES SAINT CLAUDE,4,23051,3952081,Non spécifié
Année de référence,H1c,27,39,LONS LE SAUNIER,48,123789,24708270,Electricite
Année de référence,H1c,27,39,LONS LE SAUNIER,48,123789,24708270,Fioul
Année de référence,H1c,27,39,LONS LE SAUNIER,48,123789,24708270,Gaz
Année de référence,H1c,27,39,LONS LE SAUNIER,48,123789,24708270,Reseau de chaleur
Année de référence,H1c,27,39,MOIRANS EN MONTAGNE,3,40124,2503887,Electricite
Année de référence,H1c,27,39,MONTMOROT,15,53208,5097297,Electricite
Année de référence,H1c,27,39,MONTMOROT,15,53208,5097297,Gaz
Année de référence,H1c,27,39,ORGELET,3,18932,1474117,Electricite
Année de référence,H1c,27,39,PERRIGNY,8,24336,4304385,Electricite
Année de référence,H1c,27,39,PERRIGNY,8,24336,4304385,Gaz
Année de référence,H1c,27,39,POLIGNY,3,18018,3108671,Electricite
Année de référence,H1c,27,39,POLIGNY,3,18018,3108671,Gaz
Année de référence,H1c,27,39,SAINT AMOUR,5,17274,3221638,Electricite
Année de référence,H1c,27,39,SAINT AMOUR,5,17274,3221638,Gaz
Année de référence,H1c,27,39,SAINT CLAUDE,10,12548,2298747,Electricite
Année de référence,H1c,27,39,SAINT CLAUDE,10,12548,2298747,Gaz
Année de référence,H1c,27,39,SAINT LAURENT EN GRANDVAUX,4,6647,1012249,Electricite
Année de référence,H1c,27,39,SAINT LAURENT EN GRANDVAUX,4,6647,1012249,Gaz
Année de référence,H1c,27,39,SALINS LES BAINS,6,13230,3257726,Electricite
Année de référence,H1c,27,39,SALINS LES BAINS,6,13230,3257726,Gaz
Année de référence,H1c,27,39,TAVAUX,9,30487,3971108,Electricite
Année de référence,H1c,27,39,TAVAUX,9,30487,3971108,Gaz
Année de référence,H1c,27,71,ALLERIOT,4,1168,239461,Electricite
Année de référence,H1c,27,71,ALLERIOT,4,1168,239461,Gaz
Année de référence,H1c,27,71,AUTUN,49,143124,26838730,Electricite
Année de référence,H1c,27,71,AUTUN,49,143124,26838730,Gaz
Année de référence,H1c,27,71,AUTUN,49,143124,26838730,Reseau de chaleur
Année de référence,H1c,27,71,BOURBON LANCY,15,35389,5818655,Electricite
Année de référence,H1c,27,71,BOURBON LANCY,15,35389,5818655,Gaz
Année de référence,H1c,27,71,BRANGES,3,5289,554071,Electricite
Année de référence,H1c,27,71,BRANGES,3,5289,554071,Gaz
Année de référence,H1c,27,71,BUXY,4,9797,1879586,Electricite
Année de référence,H1c,27,71,BUXY,4,9797,1879586,Gaz
Année de référence,H1c,27,71,CHAGNY,11,29443,6253733,Electricite
Année de référence,H1c,27,71,CHAGNY,11,29443,6253733,Gaz
Année de référence,H1c,27,71,CHAINTRE,4,7138,1266330,Electricite
Année de référence,H1c,27,71,CHAMPFORGEUIL,7,13120,2256125,Electricite
Année de référence,H1c,27,71,CHAMPFORGEUIL,7,13120,2256125,Gaz
Année de référence,H1c,27,71,CHARNAY LES MACON,24,24861,3492529,Electricite
Année de référence,H1c,27,71,CHARNAY LES MACON,24,24861,3492529,Gaz
Année de référence,H1c,27,71,CHAROLLES,17,38896,4967449,Electricite
Année de référence,H1c,27,71,CHAROLLES,17,38896,4967449,Gaz
Année de référence,H1c,27,71,CHATENOY EN BRESSE,4,3943,582160,Electricite
Année de référence,H1c,27,71,CHATENOY EN BRESSE,4,3943,582160,Gaz
Année de référence,H1c,27,71,CHATENOY LE ROYAL,26,60005,10529651,Electricite
Année de référence,H1c,27,71,CHATENOY LE ROYAL,26,60005,10529651,Gaz
Année de référence,H1c,27,71,CHAUFFAILLES,11,26228,3648417,Electricite
Année de référence,H1c,27,71,CHAUFFAILLES,11,26228,3648417,Gaz
Année de référence,H1c,27,71,CIEL,4,1700,274144,Electricite
Année de référence,H1c,27,71,CIEL,4,1700,274144,Gaz
Année de référence,H1c,27,71,CLUNY,5,10807,2411823,Electricite
Année de référence,H1c,27,71,CLUNY,5,10807,2411823,Gaz
Année de référence,H1c,27,71,CRECHES SUR SAONE,11,31790,9088464,Electricite
Année de référence,H1c,27,71,CRECHES SUR SAONE,11,31790,9088464,Gaz
Année de référence,H1c,27,71,CRISSEY,12,23453,1158783,Electricite
Année de référence,H1c,27,71,CRISSEY,12,23453,1158783,Gaz
Année de référence,H1c,27,71,CUISERY,9,70463,4118486,Electricite
Année de référence,H1c,27,71,CUISERY,9,70463,4118486,Gaz
Année de référence,H1c,27,71,DIGOIN,30,143169,18472743,Electricite
Année de référence,H1c,27,71,DIGOIN,30,143169,18472743,Gaz
Année de référence,H1c,27,71,DRACY LE FORT,4,14296,918137,Electricite
Année de référence,H1c,27,71,ECUISSES,4,6272,914454,Gaz
Année de référence,H1c,27,71,EPINAC,3,6991,1116329,Electricite
Année de référence,H1c,27,71,EPINAC,3,6991,1116329,Gaz
Année de référence,H1c,27,71,ETANG SUR ARROUX,5,11619,2533731,Electricite
Année de référence,H1c,27,71,ETANG SUR ARROUX,5,11619,2533731,Gaz
Année de référence,H1c,27,71,FARGES LES CHALON,3,5688,1089758,Non spécifié
Année de référence,H1c,27,71,FRAGNES LA LOYERE,6,27090,1726838,Electricite
Année de référence,H1c,27,71,FRAGNES LA LOYERE,6,27090,1726838,Gaz
Année de référence,H1c,27,71,GERGY,6,3230,803382,Electricite
Année de référence,H1c,27,71,GERGY,6,3230,803382,Gaz
Année de référence,H1c,27,71,GUEUGNON,9,33499,6883624,Electricite
Année de référence,H1c,27,71,GUEUGNON,9,33499,6883624,Gaz
Année de référence,H1c,27,71,LA CHAPELLE DE GUINCHAY,4,22093,3615163,Electricite
Année de référence,H1c,27,71,LA CHAPELLE DE GUINCHAY,4,22093,3615163,Gaz
Année de référence,H1c,27,71,LA CLAYETTE,8,28686,9722719,Electricite
Année de référence,H1c,27,71,LA CLAYETTE,8,28686,9722719,Gaz
